"summons_number","plate_id","registration_state","plate_type","issue_date","violation_code","vehicle_body_type","vehicle_make","issuing_agency","street_code1","street_code2","street_code3","vehicle_expiration_date","violation_location","violation_precinct","issuer_precinct","issuer_code","issuer_command","issuer_squad","violation_time","time_first_observed","violation_county","violation_in_front_of_or_opposite","house_number","street_name","intersecting_street","date_first_observed","law_section","sub_division","violation_legal_code","days_parking_in_effect","from_hours_in_effect","to_hours_in_effect","vehicle_color","unregistered_vehicle","vehicle_year","meter_number","feet_from_curb","violation_post_code","violation_description","no_standing_or_stopping_violation","hydrant_violation","double_parking_violation"
"1473319559","KWE7552","NY","PAS","2023-07-07T00:00:00.000","71","SUBN","DODGE","P","17110","12310","12410","20240606","0009","9","9","975866","0009","0000","0816P",,"NY","F","704","E 6 ST",,"0","408","J2",,"BBBBBBB","ALL","ALL","WH","0","2022","-","0",,,,,
"1473319560","JKC5073","NY","PAS","2023-07-07T00:00:00.000","70","SUBN","BMW","P","12410","17070","17090","20230705","0009","9","9","975868","0009","0000","1022P",,"NY","F","49","AVENUE D",,"0","408","J6",,"BBBBBBB","ALL","ALL","WH","0","2016","-","0",,,,,
"1473319584","KNP2589","NY","PAS","2023-07-08T00:00:00.000","70",,"BMW","P","17090","12310","12410","20230627","0009","9","9","975866","0009","0000","0128A",,"NY","F","702","E 5 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2013","-","0",,,,,
"1473319602","KNP2589","NY","PAS","2023-07-10T00:00:00.000","70","SUBN","BMW","P","17090","12310","12410","20230627","0009","9","9","975866","0009","0000","1150P",,"NY","F","709","E 5 ST",,"0","408","J6",,"BBBBBBB","ALL","ALL","BLK","0","2013","-","0",,,,,
"1473319705","KRV1597","NY","PAS","2023-06-18T00:00:00.000","71","SDN","ME/BE","P","17110","12310","12410","20230910","0009","9","9","975525","0009","0000","0621P",,"NY","F","745","EAST 6TH STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","2018","-","0",,,,,
"1473319717","KWC9314","NY","PAS","2023-06-18T00:00:00.000","71","SDN","NISSA","P","17070","12310","12410","20221006","0009","9","9","975525","0009","0000","0756P",,"NY","O","347","EAST 4TH STREET",,"0","408","J6",,"BBBBBBB","ALL","ALL","WH","0","2014","-","0",,,,,
"1473319729","KWC9314","NY","PAS","2023-06-18T00:00:00.000","70","SDN","NISSA","P","17070","12310","12410","20221006","0009","9","9","975525","0009","0000","0758P",,"NY","O","349","EAST 4TH STREET",,"0","408","J6",,"BBBBBBB","ALL","ALL","WH","0","2014","-","0",,,,,
"1473319730","KZC5210","NY","PAS","2023-06-18T00:00:00.000","70","SDN","NISSA","P","17090","12310","12410","20230425","0009","9","9","975525","0009","0000","0822P",,"NY","F","738","EAST 5TH STREET",,"0","408","J3",,"BBBBBBB","ALL","ALL","GY","0","2021","-","0",,,,,
"1473319754","LDP8709","NY","PAS","2023-07-02T00:00:00.000","71","SUBN","NISSA","P","17070","12310","12410","20250629","0009","9","9","975525","0009","0000","0252A",,"NY","F","355","E 4TH ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BK","0","2010","-","0",,,,,
"1473319778","LAG7214","NY","PAS","2023-07-02T00:00:00.000","71","SDN","HYUND","P","12110","17170","17190","20250206","0009","9","9","975525","0009","0000","0721P",,"NY","O","151","AVE A",,"0","408","J3",,"BBBBBBB","ALL","ALL","WH","0","2016","-","0",,,,,
"1473319780","KRP2647","NY","PAS","2023-06-19T00:00:00.000","40","SDN","FORD","P","12110","17130","31090","20230910","0009","9","9","975525","0009","0000","0741P",,"NY","O","119","AVENUE A",,"0","408","D",,"BBBBBBB","ALL","ALL","GY","0","2016","-","0",,,,,
"1473319810","GXR5649","NY","PAS","2023-07-07T00:00:00.000","70","SUBN","ACURA","P","17110","12210","12310","20230505","0009","9","9","975525","0009","0000","0810P",,"NY","F","607","EAST 6TH STREET",,"0","408","C",,"BBBBBBB","ALL","ALL","GY","0","2012","-","0",,,,,
"1473319833","KRB7309","NY","PAS","2023-07-07T00:00:00.000","70","SDN","HONDA","P","17050","12310","12410","20230701","0009","9","9","915525","0009","0000","1007P",,"NY","F","324","EAST 3RD STREET",,"0","408","J3",,"BBBBBBB","ALL","ALL","GY","0","0","-","0",,,,,
"1473319845","KPM3023","NY","PAS","2023-07-08T00:00:00.000","71","SDN","NISSA","P","17110","12310","12410","20230805","0009","9","9","975525","0009","0000","0142A",,"NY","F","737","EAST 6TH STREET",,"0","408","J3",,"BBBBBBB","ALL","ALL","GY","0","2004","-","0",,,,,
"1473319869","KPU9111","NY","PAS","2023-07-09T00:00:00.000","71","SUBN","HONDA","P","17090","12310","12410","20230901","0009","9","9","975525","0009","0000","0800P",,"NY","F","733","EAST 5TH STREET",,"0","408","J2",,"BBBBBBB","ALL","ALL","BK","0","2019","-","0",,,,,
"1473319870","KZC5210","NY","PAS","2023-07-09T00:00:00.000","70","SDN","NISSA","P","17110","12310","12410","20230425","0009","9","9","975525","0009","0000","0808P",,"NY","F","716","EAST 6TH STREET",,"0","408","J6",,"BBBBBBB","ALL","ALL","GY","0","2021","-","0",,,,,
"1473319924","KPG5779","NY","PAS","2023-07-09T00:00:00.000","70","SUBN","NISSA","P","17070","12310","12410","20230701","0009","9","9","975618","0009","0000","0745P",,"NY","F","305","E 4 STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","GREY","0","2018","-","0",,,,,
"1473319936","KPG5179","NY","PAS","2023-07-09T00:00:00.000","71","SUBN","NISSA","P","17070","12310","12410","20230701","0009","9","9","975618","0009","0000","0747P",,"NY","F","305","E 4 STREET",,"0","408","J3",,"BBBBBBB","ALL","ALL","GREY","0","2018","-","0",,,,,
"1473319948","KEE4923","NY","PAS","2023-07-11T00:00:00.000","70","SUBN","CHRYS","P","17070","12310","12410","20220805","0009","9","9","975618","0009","0000","0408P",,"NY","F","340","E 4 STREET",,"0","408","J6",,"BBBBBBB","ALL","ALL","TAN","0","2012","-","0",,,,,
"1473319997","HPU7577","NY","PAS","2023-06-17T00:00:00.000","70","SUBN","HONDA","P","17070","12310","12410","20230522","0009","9","9","975618","0009","0000","0819P",,"NY","O","326","E 4 STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","2006","-","0",,,,,
"1473320008","KJB2066","NY","PAS","2023-06-17T00:00:00.000","19","SUBN","TOYOT","P","12410","17050","17070","20241115","0009","9","9","975618","0009","0000","0847P",,"NY","F","33","AVENUE D",,"0","408","J3",,"BBBBBBB","ALL","ALL","SILVE","0","2020","-","0",,,,,
"1473320021","KVM8681","NY","PAS","2023-06-19T00:00:00.000","71","SDN","VOLKS","P","17110","12210","12310","20240519","0009","9","9","975618","0009","0000","0644P",,"NY","F","637","E 6 STREET",,"0","408","J3",,"BBBBBBB","ALL","ALL","SILVE","0","2013","-","0",,,,,
"1473320033","HSJ3208","NY","PAS","2023-06-20T00:00:00.000","70","SUBN","HONDA","P","17050","12310","12410","20230614","0009","9","9","975618","0009","0000","1212A",,"NY","F","291","E 3 STREET",,"0","408","J6",,"BBBBBBB","ALL","ALL","SILVE","0","2007","-","0",,,,,
"1473320070","KZN3923","NY","PAS","2023-06-25T00:00:00.000","71","SDN","AUDI","P","10010","17170","17190","20241023","0009","9","9","975618","0009","0000","0413P",,"NY","F","150","1 AVENUE",,"0","408","J3",,"BBBBBBB","ALL","ALL","SILVE","0","2010","-","0",,,,,
"1473330737","KMU9232","NY","PAS","2023-07-10T00:00:00.000","31","SDN","ME/BE","P","18070","10210","10110","20241007","0017","17","17","968174","0017","0000","1217P",,"NY","F","226","EAST 54 STREET",,"0","408","J2",,"BBBBBBB","ALL","ALL","WHITE","0","2018","-","0",,,,,
"1473330798","JTR6785","OH","PAS","2023-07-03T00:00:00.000","46","SDN",,"P","18110","10010","32090","20230920","0017","17","17","967869","0017","0000","0128P",,,"F","400","E 56 STREET",,"0","408","C4",,"BBBBBBB","ALL","ALL","BLCK","0","2022","-","0",,,,,
"1473330830","JBD3180","NY","PAS","2023-06-10T00:00:00.000","31","SUBN","ACURA","P","18070","10210","10110","20240619","0017","17","17","961558","0017","0000","1215A",,"NY","F","220","EAST 54 ST",,"0","408","I3",,"BBBBBBB","ALL","ALL","GREY","0","2009","-","0",,,,,
"1473335322","JTN4394","OH","PAS","2023-07-03T00:00:00.000","40","SDN","DODGE","P","17610","10210","10110","20230707","0017","17","17","971694","0017","0000","0527P","0525P","NY","F","208","E 31 ST",,"20230703","408","F1",,"BBBBBBB","ALL","ALL","BLUE","0","2013","-","5",,,,,
"1473335589","L69RXP","NJ","PAS","2023-06-08T00:00:00.000","17","SDN","VOLKS","P","18030","10210","10110","0.00000000","0017","17","17","965885","0017","0000","0722A","0719A","NY","O","218","EAST 52 STREET",,"20230608","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2019","-","0",,,,,
"1473335619","JTR6785","OH","PAS","2023-07-02T00:00:00.000","46","SDN","CHEVR","P","0","0","0","20230920","0017","17","17","974177","0017","0000","0940A","0940A",,"O",,"400 PLZ","E 56 ST","0","408","F1",,"BBBBBBB","ALL","ALL","BL","0","0","-","0",,,,,
"1473336983","KMU9232","NY","PAS","2023-07-07T00:00:00.000","31","SDN","ME/BE","P","18070","10210","10110","20241007","0017","17","17","970142","0017","0000","1223P","1223P","NY","F","220","E 54 ST",,"0","408","J6",,"YYYYYYB","0700A","0700P","WHT","0","2018","-","0",,,,,
"1473337045","KKR6373","NY","PAS","2023-06-10T00:00:00.000","14","SDN","TOYOT","P","18010","10210","10110","20230309","0017","17","17","963087","0017","0000","0751A",,,"F","208","EAST 51 STREET",,"0","408","C4",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1473337069","H58PYZ","NJ","PAS","2023-06-10T00:00:00.000","14","SDN","HONDA","P","27790","17730","17750","0.00000000","0017","17","17","970142","0017","0000","0246P","0246P","NY","F","66","PARK AVE",,"0","408","I3",,"YYYYYYY","1200A","1200P","WHITE","0","0","-","0",,,,,
"1473337306","GLH6504","NY","PAS","2023-06-13T00:00:00.000","31","SDN","SUBAR","P","18050","10210","10110","20231130","0017","17","17","968507","0017","0000","1231P",,,"F","218","E 53 STREET",,"0","408","C",,"YYYYYYB","0700A","0700P","GRAY","0","0","-","0",,,,,
"1473337318","GMD1490","NY","PAS","2023-07-05T00:00:00.000","14",,"HONDA","P","18010","10110","10010","20231209","0017","17","17","968507","0017","0000","1059A",,,"F","324","E 51 ST",,"0","408","I3",,"YYYYYBB","0800A","0700P",,"0","0","-","0",,,,,
"1473337320","KEG3238","NY","PAS","2023-07-05T00:00:00.000","16",,"SUBAR","P","18010","10110","10010","20240922","0017","17","17","968507","0017","0000","1103A",,,"F","315","E 51 ST",,"0","408","C",,"YYYYYBB","0800A","0700P",,"0","0","-","0",,,,,
"1473337677","KKA8997","NY","PAS","2023-07-02T00:00:00.000","14","SDN","HYUND","P","34550","10810","10910","20250308","0014","14","17","975261","0017","0000","0813P",,"NY","F","330","W 39",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1473337999","KGT1895","NY","PAS","2023-06-08T00:00:00.000","14","SDN","HONDA","P","10210","17850","17870","20250124","0017","17","17","975663","0017","0000","0638P","0635P",,"F","686","3 AVENUE",,"0","408","I3",,"YYYYYYB","0400P","0700P",,"0","0","-","0",,,,,
"1473338074","LAV6666","NY","PAS","2023-06-29T00:00:00.000","74","SDN","ME/BE","P","10210","17970","17990","20250301","0017","17","117","975603","0117","0000","1136P","1134P","NY","F","800","3 AVE",,"0","408","K2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1473338130","KDT7372","NC","PAS","2023-06-10T00:00:00.000","14","SDN","LEXUS","P","17990","10210","10110","0.00000000","0017","17","17","972724","0017","0000","1030P",,,"F","220","E 50 ST",,"0","408","J2",,"BBBBBBB","ALL","ALL","BURG","0","0","-","0",,,,,
"1473338451","LAN5978","NY","PAS","2023-07-10T00:00:00.000","31","SDN","HONDA","P","18070","10210","10110","20250214","0017","17","17","961558","0017","0000","1220A",,"NY","F","220","EAST 54 ST",,"0","408","I3",,"BBBBBBB","ALL","ALL","BLK","0","2020","-","0",,,,,
"1473338712","KPR6492","NY","PAS","2023-06-15T00:00:00.000","17","SDN","SUBAR","P","17870","24890","10210","0.00000000",,"0","17","974910","0017","0000","0918P","0916P","NY","O","150","E 44 ST",,"0","408","D",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1473338724","MDY6100","PA","PAS","2023-07-07T00:00:00.000","14","SDN","CHEVR","P","17990","24890","10210","20240331","0017","17","17","962997","0017","0000","0145A",,"NY","F","150","E 50 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1473338992","KVP3512","NY","PAS","2023-07-05T00:00:00.000","31","SUBN","FORD","P","18030","24890","10210","20240411","0017","17","17","959944","0017","0000","1002A",,"NY","O","140","E 52ND ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLUE","0","2021","-","0",,,,,
"1473339364","L26MBY","NJ","PAS","2023-07-09T00:00:00.000","40","SDN","SUBAR","P","34530","10610","10810","0.00000000","0014","14","17","974849","0017","0000","1259A",,"NY","F","203","W 38 STREET",,"0","408","J6",,"BBBBBBB","ALL","ALL","G","0","0","-","0",,,,,
"1473345923","JVD0862","PA","PAS","2023-07-04T00:00:00.000","41","SDN","KIA","P","17970","10210","10110","0.00000000","0017","17","17","967247","0017","0000","0309P","1509P",,"F","250","E 49 ST",,"0","408","C8",,"BBBBBBB","ALL","ALL","RED","0","2009","-","0",,,,,
"1473345984","KZH1333","NY","PAS","2023-07-07T00:00:00.000","40","SDN","SCION","P","32080","18130","18150","20250116","0017","17","17","968985","0017","0000","1009A",,"NY","F","16","SUTTON PL",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","2005","-","6",,,,,
"1473346290","KPT1730","NY","OMT","2023-06-18T00:00:00.000","22","SDN","BMW","P","24890","17730","17750","20230829","0017","17","17","968552","0017","0000","0447A","0447A","NY","F","303","LEXINGTON AVE",,"20230618","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","2004","-","0",,,,,
"1473346915","KTL8668","NY","PAS","2023-06-13T00:00:00.000","71","SDN","HONDA","P","17870","10210","10110","20231028","0017","17","17","975687","0017","0000","0039A","0039A","NY","F","225","EAST 44 STREET",,"0","408","J2",,"BBBBBBB","ALL","ALL","GRY","0","2003","-","0",,,,,
"1473348493","KNN1018","NY","PAS","2023-07-09T00:00:00.000","40","VAN","ME/BE","P","18010","10210","10110","20240523","0017","17","17","959629","0017","0000","1058A","1052A","NY","F","251","E 51 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","BL","0","2008","-","0",,,,,
"1473348500","LBK6911","NY","PAS","2023-07-09T00:00:00.000","11","SDN",,"P","24890","18110","18130","20250421","0017","17","17","959627","0017","0000","1127A","1123A","NY","F","687","LEXINGTON AVE",,"20230709","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1473352484","KJK7111","NY","PAS","2023-07-07T00:00:00.000","14","JEEP","JEEP","P","34690","13610","10810","20250209","0018","18","161","961958","0161","0000","0310P",,,"F","247","W 46 STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","2021","-","0",,,,,
"1473354730","KWT5854","NY","PAS","2023-07-14T00:00:00.000","14","SDN","LEXUS","P","10810","34610","34630","20240711","0014","14","161","960697","0161","0000","0133P",,"NY","F","673","8TH AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","RED","0","2010","-","0",,,,,
"1473355850","HSD4021","NY","PAS","2023-07-10T00:00:00.000","14","SDN","SUBAR","P","17590","25390","27800","20250606","0014","14","14","971765","0014","0000","1253P","1252P","NY","F","40","E 30 ST",,"0","408","99",,"BBBBBBB","0800A","0400P","BLU","0","2014","-","0",,,,,
"1473373657","M46PMF","NJ","PAS","2023-06-28T00:00:00.000","14","SDN","LEXUS","P","34650","10610","30550","0.00000000","0016","16","16","951335","0016","0000","0615P",,"NY","F","222","WEST 44 STREET",,"0","408","F1",,"BYYYYYY","ALL","ALL","BR","0","0","-","0",,,,,
"1473373682","GAU0NE","NY","PAS","2023-06-28T00:00:00.000","14","SUBN","JEEP","P","34650","10610","30550","20240103","0014","14","14","951335","0014","0000","0617P",,"NY","F","222","WEST 44 STREET",,"0","408","C",,"YYYYYYY","ALL","ALL","BR","0","0","-","0",,,,,
"1473380388","KZM9123","NY","PAS","2023-06-11T00:00:00.000","46","P-U","CHEVR","P","34690","13610","10810","20241125","0018","18","161","948575","0161","0000","0105A",,"NY","F",,"I/F/O 235 W 46 ST",,"0","408","C3",,"BBBBBBB","ALL","ALL","TAN","0","2022","-","0",,,,,
"1473380996","LAG8580","NY","PAS","2023-06-15T00:00:00.000","71","SDN","NISSA","P","10810","34630","34650","20250320","0014","14","161","942113","0161","0000","1105P",,"NY","F","691","8 AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","BK","0","2013","-","0",,,,,
"1473382415","KVD4555","NY","PAS","2023-06-30T00:00:00.000","14","SUBN","DODGE","P","34710","10610","0","20240201","0018","18","161","973509","0161","0000","0910P",,"K","F",,"W 47TH","7TH AVE","0","408","C",,"BBBBBBB","ALL","ALL","WHITE","0","2014","-","0",,,,,
"1473383201","MDR0763","PA","PAS","2023-12-06T00:00:00.000","14","SUBN","HYUND","P","34670","10610","30550","0.00000000","0014","14","161","968276","0161","0000","1235P",,"NY","F","200","W 45TH ST",,"0","408","C5",,"BBBBBBB","ALL","ALL","GRAY","0","0","-","0",,,,,
"1473383213","IONEIY","NY","PAS","2023-07-15T00:00:00.000","14","SDN","HONDA","P","34650","30550","10810","0.00000000","0014","14","161","968270","0161","0000","0828P",,"NY","O","268","W 44 STREET",,"0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2020","-","0",,,,,
"1473383419","G26KVP","NJ","PAS","2023-07-12T00:00:00.000","10","SDN","FORD","P","34630","10810","10910","0.00000000","0014","14","0","0","NYPD","0000","0416P",,"NY","F","323","WEST 43 STREET",,"0","408","C",,"BBBBBBB","ALL","ALL","RD","0","0","-","0",,,,,
"1473384825","KKR2503","NY","PAS","2023-06-29T00:00:00.000","14","SDN","HONDA","P","13610","34630","34650","20250224","0014","14","161","974661","0161","0000","0930P",,"NY","F","1501","BROADWAY",,"0","408","C",,"BBBBBBB","ALL","ALL","BLACK","0","2021","-","0",,,,,
"1473401525","LBS4121","NY","PAS","2023-06-14T00:00:00.000","40","SUBN","ROLLS","P","10410","17970","17990","20240331","0018","18","18","959859","0018","0000","0640P",,,"O","611","5 AVE",,"0","408","C3",,"BBBBBBB","ALL","ALL","GR","0","2020","-","0",,,,,
"1473411403","KZD2212","NY","PAS","2023-07-01T00:00:00.000","74","SDN","BMW","P","34210","10410","10510","20241109","0013","13","13","975695","0013","0000","0116A","0111A","NY","F","54","W 22 ST",,"0","408","C",,"BBBBBBB","ALL","ALL","WHI","0","2021","-","0",,,,,
"1473436515","J12HXA","NJ","PAS","2023-06-30T00:00:00.000","14","SDN","NISSA","P","34190","10410","10510","0.00000000","0013","13","13","970734","0013","0000","1135P","1135P","NY","F","59","WEST 21 STREET",,"20230630","408","E5",,"YYBYYYY","1100P","0600A","BL","0","0","-","0",,,,,
"1473464894","HZN5540","NY","PAS","2023-07-06T00:00:00.000","21","SUBN","FORD","P","34470","97480","11010","20240731","0010","10","10","957325","0010","0000","1255P",,"NY","F","454","W 35 ST",,"0","408","C",,"YYYYYYB","0800A","0600P","BLK","0","2013","-","0",,,,,
"1473467858","JPB9796","NY","PAS","2023-06-10T00:00:00.000","14","SDN","HONDA","P","0","14010","0","20240104","0001","1","1","970876","0001","0000","0410P",,,,,"CHRUCH","CANAL ST","0","408","C",,"YYYYYYY","1500P","1900P",,"0","0","-","0",,,,,
"1473467860","G36JNJ","NJ","PAS","2023-06-10T00:00:00.000","14","SDN","FORD","P","14010","13610","25990","0.00000000","0001","1","1","969433","0001","0000","0405P","0405P",,"F","342","CANAL ST",,"0","408","C",,"YYYYYYB","0300P","0700P",,"0","0","-","0",,,,,
"1473467871","KSZ2373","NY","PAS","2023-06-10T00:00:00.000","14","SDN","HONDA","P","14010","13610","25990","20231119","0001","1","1","969433","0001","0000","0415P","0415P","NY","F","342","CANAL ST",,"0","408","C",,"YYYYYYB","0300P","0700P",,"0","0","-","0",,,,,
"1473469107","KJJ2306","NY","PAS","2023-07-06T00:00:00.000","16","SUBN","DODGE","P","0","40404","40404","20250119","0001","1","1","966558","0001","0000","1221P",,,"F","145","HUDSON",,"0","408","C",,"YYYYYBB","0700A","0300P","BLK","0","0","-","0",,,,,
"1473470973","KKN5402","NY","PAS","2023-07-03T00:00:00.000","14","SDN","VOLKS","P","34530","10810","10910","0.00000000","0014","14","14","940258","0014","0000","0935A",,,"F","351","W 38",,"0","408","C",,"BBBBBBB","ALL","ALL","GRY","0","0","-","0",,,,,
"1473471783","KPZ4565","NY","PAS","2023-06-09T00:00:00.000","14","SDN","HYUND","P","17610","10410","25390","20231220","0014","14","14","974291","0014","0000","0911P","0911P","NY","F","12","EAST 31 STREET",,"0","408","C",,"YYYYYYY","1200A","1200A","BLK","0","2018","-","0",,,,,
"1473471801","KFJ4044","NC","PAS","2023-06-09T00:00:00.000","40","SUBN","TOYOT","P","17610","10410","25390","20240431","0014","14","14","952337","0014","0000","0900P",,"NY","F","12","EAST 31 STREET",,"0","408","C",,"BBBBBBB","ALL","ALL","BK","0","0","-","0",,,,,
"1473471825","LZV2327","PA","PAS","2023-07-15T00:00:00.000","14","SDN","BMW","P","34490","10810","10910","0.00000000","0014","14","14","952337","0014","0000","1015P",,"NY","F","337","W 36 STREET",,"0","408","J2",,"BBBBBBB","ALL","ALL","WHT","0","0","-","0",,,,,
"1473484753","KBT2595","NY","PAS","2023-07-15T00:00:00.000","14","SUBN","CADIL","P","27590","29890","31490","20230930","0007","7","7","975571","0007","0000","0721P","0650P","NY","F","162","ORCHARD ST",,"20230715","408","C",,"YYYYYYY","0700P","0700A",,"0","0","-","0",,,,,
"1473484832","HEUX19","FL","PAS","2023-07-15T00:00:00.000","14","SDN","ACURA","P","25090","29890","31490","0.00000000","0007","7","7","975425","0007","0000","1129P",,,"F","148","LUDLOW ST",,"0","408","C",,"YYYYYYY","0700P","0700A",,"0","0","-","0",,,,,
"1473484844","KBT4708","NY","PAS","2023-07-15T00:00:00.000","14","SDN","CHEVR","P","25090","31490","19890","20230930","0007","7","7","971422","0007","0000","1121A",,,"F","164","LUDLOW ST",,"0","408","C",,"YYYYYYY","0700P","0700A","GR","0","2023","-","0",,,,,
"1473495568","KYG6876","NY","PAS","2025-06-28T00:00:00.000","40","SDN","ME/BE","P","11110","34350","34370","20250221","0010","10","10","952621","0010","0000","0813P",,"NY","F","311","11TH AVE",,"0","408","C",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1473496445","KLX9736","NY","PAS","2023-06-15T00:00:00.000","40","SDN","BMW","P","10810","34170","34190","20250502","0010","10","10","975780","0010","0000","0905P","2100P","NY","F","212","8 AVENUE",,"0","408","C",,"BBBBBBB","ALL","ALL","BLACK","0","2019","-","0",,,,,
"1473496561","LZV6689","PA","PAS","2023-06-15T00:00:00.000","40","SDN","DODGE","P","0","0","0","0.00000000","0010","10","10","975683","0010","0000","0855P","2050P","NY",,,"E/O 8TH AVE","N/O 1 STREET","0","408","E2",,"BBBBBBB","ALL","ALL","RED","0","0","-","0",,,,,
"1473496720","KRL7042","NY","PAS","2023-07-03T00:00:00.000","70","SUBN","JAGUA","P","11110","34230","34250","20230830","0010","10","10","978797","0010","0000","1137P","2330P",,"F","200","11TH AVENUE",,"0","408","C",,"BBBBBBB","ALL","ALL","GREEN","0","2018","-","0",,,,,
"1473497176","KHD9344","NY","PAS","2023-07-01T00:00:00.000","14","SDN","VOLKS","P","34550","10910","97880","20250322","0010","10","10","975926","0010","0000","0714P","1914P",,"F","411","W 39 ST",,"0","408","C",,"BBBBBYY","0400A","0800P","BLK","0","0","-","0",,,,,
"1473499045","HZN5642","NY","PAS","2023-07-07T00:00:00.000","20","SDN","NISSA","P","34170","10610","10810","20240806","0010","10","10","936506","0010","0000","0820A",,"NY","F","200","W 20 ST",,"0","408","D",,"YYYYYBB","0800A","0600P","GY","0","2013","-","0",,,,,
"1473499057","HNR1653","NY","PAS","2023-07-07T00:00:00.000","17","P-U","CHEVR","P","34170","10610","10810","20250108","0010","10","10","936506","0010","0000","0905A",,"NY","F","223","W 20 ST",,"0","408","D",,"BBBBBBB","ALL","ALL","BK","0","2021","-","0",,,,,
"1473499069","KSP9317","NY","PAS","2023-07-07T00:00:00.000","17","SUBN","TOYOT","P","34170","10610","10810","20240222","0010","10","10","936506","0010","0000","0907A",,"NY","F","218","W 20 ST",,"0","408","C4",,"BBBBBBB","ALL","ALL","RD","0","2015","-","0",,,,,
"1473499082","KVJ6813","NY","PAS","2023-07-08T00:00:00.000","17","SUBN","ME/BE","P","34170","10610","10810","20240228","0010","10","10","936506","0010","0000","1022A",,"NY","F","227","W 20 ST",,"0","408","C4",,"BBBBBBB","ALL","ALL","WT","0","2016","-","0",,,,,
"1473499240","G14SDT","NJ","PAS","2023-06-15T00:00:00.000","17","SDN","SATUR","P","34170","10610","10810","20240531","0010","10","10","936506","0010","0000","0951A",,"NY","F","223","W 20 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GY","0","2008","-","0",,,,,
"1473499252","KPK7311","NY","PAS","2023-06-15T00:00:00.000","17","VAN","RAM","P","34170","10610","10810","20230731","0010","10","10","936506","0010","0000","1105A",,"NY","F","239","W 20 ST",,"0","408","C4",,"BBBBBBB","ALL","ALL","WT","0","2017","-","0",,,,,
"1473499264","JKX5002","NY","PAS","2023-06-16T00:00:00.000","17","SUBN","HYUND","P","34170","10610","10810","20230729","0010","10","10","936506","0010","0000","0905A",,"NY","F","237","W 20 ST",,"0","408","C4",,"BBBBBBB","ALL","ALL","BK","0","2018","-","0",,,,,
"1473499276","KVJ6813","NY","PAS","2023-06-16T00:00:00.000","17","SUBN","ME/BE","P","34170","10610","10810","20240228","0010","10","10","936506","0010","0000","0956A",,"NY","F","220","W 20 ST",,"0","408","C4",,"BBBBBBB","ALL","ALL","WT","0","2016","-","0",,,,,
"1473499306","KZU4437","NY","PAS","2023-06-16T00:00:00.000","20",,"FORD","P","34170","10610","10810","20241125","0010","10","10","936506","0010","0000","1000A",,"NY","F","208","W 20 ST",,"0","408","D",,"YYYYYBB","0800A","0600P","GY","0","2014","-","0",,,,,
"1473499653","KLX3389","NY","PAS","2023-06-09T00:00:00.000","20","SUBN","NISSA","P","34170","10610","10810","20250526","0010","10","10","936506","0010","0000","0129P",,"NY","F","209","W 20 ST",,"0","408","D",,"YYYYYBB","0800A","0600P","GY","0","2021","-","0",,,,,
"1473499689","KLX3389","NY","PAS","2023-06-12T00:00:00.000","17","SUBN","NISSA","P","34170","10610","10810","20250526","0010","10","10","936506","0010","0000","0122P",,"NY","F","221","W 20 ST",,"0","408","C4",,"BBBBBBB","ALL","ALL","GY","0","2021","-","0",,,,,
"1473499690","KEH3375","NY","PAS","2023-06-12T00:00:00.000","20","SUBN","VOLVO","P","34170","10610","10810","20240806","0010","10","10","936506","0010","0000","0124P",,"NY","F","210","W 20 ST",,"0","408","C4",,"YYYYYBB","0800A","0600P","BK","0","2018","-","0",,,,,
"1473508903","KRM6117","NY","PAS","2023-06-30T00:00:00.000","21","SDN","HONDA","P","34090","10810","10910","20230730","0010","10","10","967228","0010","0000","0515A",,,"F","325","W 16 ST",,"0","408","99",,"BBBBBBB","ALL","ALL","GREY","0","2021","-","0",,,,,
